"ring","year","site","box","age","sex","wing","tarsus","mass","date","time","ringer","season","history","notes","catching","X"
"Z632287",2015,"DUN",6,5,"F",61,NA,10.04,155,"09:10","IBC","spring",0,NA,NA,NA
"Z632986",2016,"DUN",4,5,"F",62,NA,11.08,162,"12:20","ABP","spring",0,NA,NA,NA
"Z632987",2016,"DUN",4,5,"M",62,NA,10.66,162,"12:20","ABP","spring",0,NA,NA,NA
"Z632794",2016,"DUN",6,6,"F",62,NA,11.41,162,"12:55","ABP","spring",1,NA,NA,NA
"Z632988",2016,"DUN",6,6,"M",66,NA,11.18,162,"12:55","ABP","spring",0,NA,NA,NA
"S922800",2017,"DUN",3,5,"F",63,NA,11.75,153,"11:30","ABP","spring",0,NA,NA,NA
"S921218",2017,"DUN",3,6,"M",64,NA,11.09,155,"14:35","KM","spring",0,NA,NA,NA
"Z632794",2017,"DUN",6,6,"F",62,NA,10.75,155,"14:55","KM","spring",1,NA,NA,NA
"S922401",2017,"DUN",6,5,"M",63,NA,10.02,153,"11:45","ABP","spring",0,NA,NA,NA
"S921097",2017,"DUN",7,5,"F",61,NA,11.06,151,"12:30","KK","spring",0,NA,NA,NA
"S921096",2017,"DUN",7,5,"M",62,NA,9.81,151,"12:30","KK","spring",0,NA,NA,NA
"AHD7923",2018,"DUN",1,5,"F",62,NA,10.9,158,"12:33","JMS","spring",0,NA,NA,NA
"S921096",2018,"DUN",1,6,"M",63,NA,10.16,158,"12:30","JMS","spring",1,"DUN7 in 2017, divorce",NA,NA
"S921097",2018,"DUN",4,6,"F",60,NA,9.9,161,"15:50","JMS","spring",1,"DUN7 in 2017, divorce",NA,NA
"AHD7918",2018,"DUN",6,5,"F",62,NA,10.98,157,"13:50","KM","spring",0,NA,NA,NA
"S922401",2018,"DUN",6,6,"M",66,NA,10.76,157,"13:50","KM","spring",1,NA,NA,NA
"ARD7649",2019,"DUN",2,5,"F",62,17.16,10.67,151,"09:40","ABP","spring",0,NA,NA,NA
"AHD7887",2019,"DUN",2,5,"M",66,17.7,10.96,151,"09:40","ABP","spring",1,NA,NA,NA
"ARD7649",2020,"DUN",4,6,"F",62,NA,10.55,152,"11:45","KM","spring",1,NA,NA,NA
"AHD7887",2020,"DUN",4,6,"M",67,NA,11.08,152,"11:45","KM","spring",1,NA,NA,NA
"AXH7144",2020,"DUN",5,6,"F",62,NA,11.37,150,"13:35","KM","spring",1,NA,NA,NA
"AXH9202",2020,"DUN",5,5,"M",65,NA,11.19,150,"13:35","KM","spring",0,NA,NA,NA
"AXH7145",2020,"DUN",6,5,"F",62,NA,NA,150,"13:10","KM","spring",1,"DEAD",NA,NA
"AXH9391",2020,"DUN",8,5,"F",64,NA,10.83,156,"14:12","KM","spring",0,NA,NA,NA
"AXH9392",2020,"DUN",8,5,"M",66,NA,11.4,156,"14:12","KM","spring",0,NA,NA,NA
"AXH8972",2021,"DUN",1,6,"F",63,NA,9.63,159,"14:00","EAM","spring",0,NA,NA,NA
"AXH8632",2021,"DUN",5,6,"F",64,NA,10.27,165,"10:32","EAM","spring",0,NA,NA,NA
"Z632446",2015,"EDI",2,5,"F",62,NA,11.6,149,NA,"ABP","spring",0,NA,NA,NA
"Z632447",2015,"EDI",2,5,"M",63,NA,10.51,149,NA,"ABP","spring",0,NA,NA,NA
"Z632448",2015,"EDI",3,5,"F",59,NA,10.04,149,NA,"ABP","spring",0,NA,NA,NA
"Z632475",2015,"EDI",4,6,"F",63,NA,10.56,151,NA,"ABP","spring",0,NA,NA,NA
"Z632474",2015,"EDI",4,6,"M",66,NA,10.18,151,NA,"ABP","spring",0,NA,NA,NA
"Z632626",2015,"EDI",5,5,"F",61,NA,10.5,157,"14:30","ABP","spring",0,NA,NA,NA
"Z632627",2015,"EDI",5,5,"M",64,NA,10.22,157,"14:30","ABP","spring",0,NA,NA,NA
"Z632827",2015,"EDI",6,5,"F",61,NA,11.03,165,"17:30","JDS","spring",0,NA,NA,NA
"Z632828",2015,"EDI",6,5,"M",64,NA,10.54,165,"17:30","JDS","spring",0,NA,NA,NA
"Z632446",2016,"EDI",2,6,"F",63,NA,10.92,151,"10:00","ABP","spring",1,"same box as 2015",NA,NA
"Z632447",2016,"EDI",2,6,"M",65,NA,10.48,148,"15:50","IBC","spring",1,NA,NA,NA
"Z632876",2016,"EDI",3,6,"F",62,NA,10.32,150,"17:00","JDS","spring",0,NA,NA,NA
"Z632447",2016,"EDI",3,6,"M",64,NA,10.53,151,"10:20","ABP","spring",1,"polygamous",NA,NA
"D517348",2016,"EDI",4,6,"F",62,NA,10.48,158,"15:50","KK","spring",1,"2014 bird from Jarrod's Craigie Hill",NA,NA
"Z632474",2016,"EDI",4,6,"M",65,NA,9.67,158,"15:50","KK","spring",1,NA,NA,NA
"Z632949",2016,"EDI",5,5,"F",60,NA,10.75,154,"16:45","ABP","spring",0,NA,NA,NA
"Z632627",2016,"EDI",5,6,"M",64,NA,10.55,154,"16:45","ABP","spring",1,NA,NA,NA
"Z632827",2016,"EDI",6,6,"F",60,NA,11,158,"15:45","ABP","spring",1,NA,NA,NA
"Z632968",2016,"EDI",6,6,"M",63,NA,11.38,158,"15:45","ABP","spring",0,NA,NA,NA
"S922415",2017,"EDI",1,5,"F",62,NA,10.76,153,"18:10","ABP","spring",0,NA,NA,NA
"S922414",2017,"EDI",1,6,"M",65,NA,10.65,153,"18:10","ABP","spring",0,NA,NA,NA
"Z632446",2017,"EDI",2,6,"F",63,NA,11.5,143,"16:20","ABP","spring",1,NA,NA,NA
"Z632447",2017,"EDI",2,6,"M",65,NA,10.41,143,"15:30","ABP","spring",1,NA,NA,NA
"S922356",2017,"EDI",3,5,"F",62,NA,10.86,143,"15:50","ABP","spring",0,NA,NA,NA
"S922355",2017,"EDI",3,6,"M",62,NA,10.3,143,"15:50","ABP","spring",0,NA,NA,NA
"Z632827",2017,"EDI",5,6,"F",60,NA,NA,147,"16:20","KM","spring",1,NA,NA,NA
"Z632627",2017,"EDI",5,6,"M",65,NA,10.58,147,"16:20","KM","spring",1,NA,NA,NA
"S229242",2017,"EDI",6,5,"F",60,NA,10.82,141,"14:03","TB","spring",0,NA,NA,NA
"S229241",2017,"EDI",6,5,"M",64,NA,10.33,141,"14:03","TB","spring",0,NA,NA,NA
"S922813",2017,"EDI",8,5,"F",60,NA,10.41,145,"16:45","TB","spring",0,NA,NA,NA
"S922814",2017,"EDI",8,5,"M",63,NA,10.17,145,"16:45","TB","spring",0,NA,NA,NA
"S921907",2018,"EDI",1,5,"F",62,NA,11.2,147,"15:30","KM","spring",0,NA,NA,NA
"S922414",2018,"EDI",1,6,"M",65,NA,10.51,147,"15:30","KM","spring",1,"EDI1 last year",NA,NA
"Z632446",2018,"EDI",2,6,"F",62,NA,11.25,150,"14:00","ABP","spring",1,NA,NA,NA
"Z632447",2018,"EDI",2,6,"M",65,NA,10.06,150,"14:00","ABP","spring",1,NA,NA,NA
"S922356",2018,"EDI",3,6,"F",62,NA,10.18,153,"07:30","ABP","spring",1,NA,NA,NA
"S922355",2018,"EDI",3,6,"M",64,NA,10.5,149,"16:30","JB","spring",1,NA,NA,NA
"S229242",2018,"EDI",4,6,"F",60,NA,11.45,149,"16:20","JB","spring",1,"EDI4 in 2017",NA,NA
"S229241",2018,"EDI",4,6,"M",64,NA,10.66,149,"16:20","JB","spring",1,"EDI6 in 2017",NA,NA
"Z632827",2018,"EDI",5,6,"F",62,NA,11.81,151,"21:05","KM","spring",1,NA,NA,NA
"Z632627",2018,"EDI",5,6,"M",64,NA,10.85,149,"16:30","ABP","spring",1,NA,NA,NA
"S921154",2018,"EDI",6,5,"F",61,NA,10.5,147,"15:30","ABP","spring",0,NA,NA,NA
"AHD7542",2018,"EDI",6,5,"M",63,NA,11.3,150,"14:10","ABP","spring",0,NA,NA,NA
"S922813",2018,"EDI",8,6,"F",63,NA,10.54,156,"16:30","ABP","spring",1,"Same nestbox last year",NA,NA
"S921936",2018,"EDI",8,6,"M",64,NA,11.13,156,"16:30","ABP","spring",0,NA,NA,NA
"S921907",2019,"EDI",1,6,"F",62,16.7,11.45,161,"17:05","ABP","spring",1,NA,NA,NA
"ARD7683",2019,"EDI",1,5,"M",63,16.5,10.87,161,"17:05","ABP","spring",0,NA,NA,NA
"Z632446",2019,"EDI",2,6,"F",62,16.86,11.77,146,"16:00","ABP","spring",1,NA,NA,NA
"Z632447",2019,"EDI",2,6,"M",65,17.09,10.13,146,"16:00","ABP","spring",1,NA,NA,NA
"S922356",2019,"EDI",3,6,"F",63,16.69,10.36,149,"07:35","ABP","spring",1,NA,NA,NA
"S922355",2019,"EDI",3,6,"M",64,17.29,10.21,149,"07:35","ABP","spring",1,NA,NA,NA
"S229242",2019,"EDI",4,6,"F",61,17.23,11.46,146,"16:20","ABP","spring",1,NA,NA,NA
"S229241",2019,"EDI",4,6,"M",63,17.37,10.26,146,"16:20","ABP","spring",1,NA,NA,NA
"AHD7989",2019,"EDI",5,6,"F",65,17.66,10.56,143,"07:20","ABP","spring",1,NA,NA,NA
"Z632627",2019,"EDI",5,6,"M",64,18.08,10.26,143,"07:20","ABP","spring",1,NA,NA,NA
"ARD6771",2019,"EDI",6,5,"F",62,16.83,10.78,146,"16:35","ABP","spring",0,NA,NA,NA
"S922814",2019,"EDI",6,6,"M",63,16.82,10.24,146,"16:35","ABP","spring",1,NA,NA,NA
"ARD6725",2019,"EDI",7,6,"F",62,17.17,10.19,145,"09:13","ABP","spring",0,NA,NA,NA
"ARD6724",2019,"EDI",7,5,"M",62,17.65,10.23,145,"08:40","ABP","spring",0,NA,NA,NA
"S922813",2019,"EDI",8,6,"F",62,16.78,10.68,145,"07:45","ABP","spring",1,NA,NA,NA
"AHD7988",2019,"EDI",8,6,"M",63,17.93,9.9,143,"08:20","ABP","spring",1,NA,NA,NA
"S921907",2020,"EDI",1,6,"F",62,16.8,11.5,145,"07:30","JMS","spring",1,NA,NA,NA
"ARD7683",2020,"EDI",1,6,"M",65,16.7,10.15,145,"07:33","JMS","spring",1,NA,NA,NA
"AXH7017",2020,"EDI",2,6,"F",62,16.9,10.4,148,"07:35","JMS","spring",0,NA,NA,NA
"S922356",2020,"EDI",3,6,"F",62,NA,10.55,152,"08:25","JMS","spring",1,NA,NA,NA
"S922355",2020,"EDI",3,6,"M",65,NA,10.65,150,"07:46","ABP","spring",1,NA,NA,NA
"AXH7018",2020,"EDI",4,5,"F",61,16.4,10.42,148,"07:58","JMS","spring",0,NA,NA,NA
"S229241",2020,"EDI",4,6,"M",65,17.2,10.95,148,"07:55","JMS","spring",1,NA,NA,NA
"AXH7405",2020,"EDI",5,6,"F",65,NA,11.32,150,"06:30","ABP","spring",0,NA,NA,NA
"AXH7406",2020,"EDI",5,6,"M",66,NA,10.09,150,"06:30","ABP","spring",0,NA,NA,NA
"ARD6771",2020,"EDI",6,6,"F",63,NA,11.14,150,"06:46","ABP","spring",1,NA,NA,NA
"AXH7407",2020,"EDI",6,5,"M",63,NA,11.23,150,"06:46","ABP","spring",0,NA,NA,NA
"AXH8060",2020,"EDI",7,5,"F",63,NA,10.45,156,"07:12","ABP","spring",0,NA,NA,NA
"AXH8061",2020,"EDI",7,5,"M",67,NA,11.41,156,"07:12","ABP","spring",0,NA,NA,NA
"AXH7286",2020,"EDI",8,5,"F",63,NA,11.1,142,"07:27","ABP","spring",0,NA,NA,NA
"AXH7287",2020,"EDI",8,5,"M",65,NA,10.86,142,"07:27","ABP","spring",0,NA,NA,NA
"S921907",2021,"EDI",1,6,"F",62,NA,11.45,147,"06:44","JMS","spring",1,NA,NA,NA
"ARD7683",2021,"EDI",1,6,"M",65,NA,10.31,147,"06:43","JMS","spring",1,NA,NA,NA
"AXH7842",2021,"EDI",2,6,"F",62,NA,10.72,149,"08:05","JMS","spring",0,NA,NA,NA
"AXH7841",2021,"EDI",2,6,"M",64,NA,11.39,149,"08:03","JMS","spring",0,NA,NA,NA
"AXH7805",2021,"EDI",3,6,"F",63,NA,11.1,147,"06:54","JMS","spring",0,NA,NA,NA
"S922355",2021,"EDI",3,6,"M",64,NA,10.62,147,"06:52","JMS","spring",1,NA,NA,NA
"AXH7843",2021,"EDI",5,5,"F",61,NA,10.28,149,"08:23","JMS","spring",0,NA,NA,NA
"AXH7406",2021,"EDI",5,6,"M",66,NA,10.85,149,"08:21","JMS","spring",1,NA,NA,NA
"AXH7798",2021,"EDI",6,5,"F",60,NA,10.01,159,"07:54","JMS","spring",0,NA,NA,NA
"AXH7807",2021,"EDI",7,6,"F",63,NA,11.13,147,"07:12","JMS","spring",0,NA,NA,NA
"AXH7806",2021,"EDI",7,6,"M",63,NA,9.82,147,"07:08","JMS","spring",0,NA,NA,NA
"AXH7808",2021,"EDI",8,5,"F",63,NA,10.7,147,"07:19","JMS","spring",0,NA,NA,NA
"AXH7809",2021,"EDI",8,6,"M",64,NA,10.12,147,"07:21","JMS","spring",0,NA,NA,NA
"Z081142",2014,"FOF",1,6,"F",62,NA,NA,146,NA,"ABP","spring",0,NA,NA,NA
"Z081712",2014,"FOF",2,5,"F",60,NA,10.4,156,NA,"ABP","spring",0,NA,NA,NA
"Z081713",2014,"FOF",2,6,"M",64,NA,10.36,156,NA,"ABP","spring",0,NA,NA,NA
"Z081138",2014,"FOF",3,5,"F",64,NA,11.2,144,NA,"ABP","spring",0,NA,NA,NA
"Z081139",2014,"FOF",3,6,"M",67,NA,11.5,144,NA,"ABP","spring",0,NA,NA,NA
"Z081714",2014,"FOF",4,5,"F",64,NA,11.48,156,NA,"ABP","spring",0,NA,NA,NA
"Z081141",2014,"FOF",5,6,"F",63,NA,11.7,146,NA,"ABP","spring",0,NA,NA,NA
"Z081140",2014,"FOF",5,6,"M",66,NA,10.5,146,NA,"ABP","spring",0,NA,NA,NA
"Z081040",2014,"FOF",6,5,"F",NA,NA,NA,140,NA,"ABP","spring",0,NA,NA,NA
"Z081039",2014,"FOF",6,5,"M",NA,NA,NA,140,NA,"ABP","spring",0,NA,NA,NA
"Z632409",2015,"FOF",1,5,"F",62,NA,11.08,148,NA,"ABP","spring",0,NA,NA,NA
"Z632410",2015,"FOF",1,5,"M",66,NA,10.64,148,NA,"ABP","spring",0,NA,NA,NA
"Z632451",2015,"FOF",3,5,"F",61,NA,11.23,150,NA,"ABP","spring",0,NA,NA,NA
"Z081139",2015,"FOF",3,6,"M",67,NA,11.4,150,NA,"ABP","spring",1,NA,NA,NA
"Z632628",2015,"FOF",4,5,"F",64,NA,11.59,158,"09:00","ABP","spring",0,NA,NA,NA
"Z632452",2015,"FOF",5,5,"F",62,NA,10.95,150,NA,"ABP","spring",0,NA,NA,NA
"Z081140",2015,"FOF",5,6,"M",66,NA,10.36,150,NA,"ABP","spring",1,NA,NA,NA
"Z632481",2015,"FOF",6,5,"F",61,NA,NA,151,NA,"ABP","spring",0,NA,NA,NA
"Z632482",2015,"FOF",6,5,"M",63,NA,11.44,151,NA,"ABP","spring",0,NA,NA,NA
"Z632850",2016,"FOF",1,5,"F",62,NA,11.52,155,"08:20","IBC","spring",0,NA,NA,NA
"Z081936",2016,"FOF",1,5,"M",64,NA,10.91,155,"08:20","IBC","spring",1,NA,NA,NA
"Z632962",2016,"FOF",2,5,"F",61,NA,10.55,157,"09:05","ABP","spring",0,NA,NA,NA
"Z081713",2016,"FOF",2,6,"M",65,NA,10.82,157,"09:05","ABP","spring",1,NA,NA,NA
"Z632957",2016,"FOF",3,6,"F",64,NA,11.03,156,"11:00","ABP","spring",0,NA,NA,NA
"Z081139",2016,"FOF",3,6,"M",66,NA,11.34,155,"09:20","IBC","spring",1,NA,NA,NA
"Z632956",2016,"FOF",4,5,"F",62,NA,10.44,156,"10:50","ABP","spring",0,NA,NA,NA
"Z632386",2016,"FOF",4,6,"M",65,NA,11.2,153,"07:25","ABP","spring",0,NA,NA,NA
"Z632383",2016,"FOF",5,6,"F",62,NA,11.17,151,"11:20","ABP","spring",0,NA,NA,NA
"Z632955",2016,"FOF",6,6,"F",63,NA,10.58,156,"10:40","ABP","spring",0,NA,NA,NA
"Z632410",2016,"FOF",6,6,"M",67,NA,10.97,156,"10:40","ABP","spring",1,NA,NA,NA
"S229257",2017,"FOF",1,5,"F",64,NA,10.95,142,"07:53","ABP","spring",0,NA,NA,NA
"Z081936",2017,"FOF",1,6,"M",65,NA,11.22,142,"07:53","ABP","spring",1,"recruit from FOF3 2015",NA,NA
"Z632957",2017,"FOF",2,6,"F",65,NA,10.82,142,"08:15","ABP","spring",1,NA,NA,NA
"S921098",2017,"FOF",3,5,"F",62,NA,10.23,154,"09:55","TB","spring",0,NA,NA,NA
"S228037",2017,"FOF",3,5,"M",65,NA,10.99,154,"09:50","TB","spring",1,"recruit from FOF5 last year",NA,NA
"S229085",2017,"FOF",5,6,"F",63,NA,11.24,134,"09:10","ABP","spring",0,NA,NA,NA
"Z632386",2017,"FOF",5,6,"M",65,NA,11.26,134,"09:10","ABP","spring",1,NA,NA,NA
"S229258",2017,"FOF",6,5,"F",63,NA,10.91,142,"08:38","ABP","spring",0,NA,NA,NA
"S229259",2017,"FOF",6,5,"M",65,NA,10.87,142,"08:38","ABP","spring",0,NA,NA,NA
"Z632956",2017,"FOF",7,6,"F",62,NA,10.54,138,"09:10","ABP","spring",1,"bred at FOF4 in 2015",NA,NA
"S229136",2017,"FOF",7,5,"M",64,NA,11.28,138,"09:10","ABP","spring",0,NA,NA,NA
"S229076",2017,"FOF",8,6,"F",63,NA,10.63,132,"10:57","TB","spring",0,NA,NA,NA
"S229075",2017,"FOF",8,6,"M",67,NA,11.81,132,"10:57","TB","spring",0,NA,NA,NA
"S921927",2018,"FOF",1,5,"F",61,NA,10.47,156,"09:20","ABP","spring",0,NA,NA,NA
"S229053",2018,"FOF",1,5,"M",63,NA,11.47,156,"09:20","ABP","spring",1,NA,NA,NA
"Z632957",2018,"FOF",2,6,"F",64,NA,11.33,164,"11:15","JB","spring",1,NA,NA,NA
"S229090",2018,"FOF",2,5,"M",64,NA,10.53,164,"11:15","JB","spring",1,NA,NA,NA
"AHD7524",2018,"FOF",3,5,"F",61,NA,10.19,150,"08:46","ABP","spring",0,NA,NA,NA
"AHD7523",2018,"FOF",3,5,"M",65,NA,10.18,150,"08:46","ABP","spring",0,NA,NA,NA
"AHD7525",2018,"FOF",4,5,"F",62,NA,10.63,150,"09:00","ABP","spring",0,NA,NA,NA
"AHD7526",2018,"FOF",4,6,"M",66,NA,11.4,150,"09:00","ABP","spring",0,NA,NA,NA
"AHD7573",2018,"FOF",5,5,"F",63,NA,9.91,152,"15:00","ABP","spring",0,NA,NA,NA
"Z632386",2018,"FOF",5,6,"M",65,NA,11.6,156,"10:00","ABP","spring",1,NA,NA,NA
"AHD7574",2018,"FOF",6,5,"F",62,NA,11.6,152,"15:10","ABP","spring",0,"polyandrous female, with 2 males at the same box.",NA,NA
"AHD7527",2018,"FOF",6,5,"M",66,NA,NA,150,"09:30","ABP","spring",0,NA,NA,NA
"S229086",2018,"FOF",6,5,"M",65,NA,NA,150,"09:30","ABP","spring",1,"2 males at this nest.",NA,NA
"AHD7853",2019,"FOF",1,5,"F",63,17,10.84,144,"08:40","JMS","spring",1,NA,NA,NA
"S229053",2019,"FOF",1,6,"M",64,17.6,10.85,144,"08:40","JMS","spring",1,NA,NA,NA
"ARD6603",2019,"FOF",2,5,"F",62,16.5,10.4,144,"08:10","JMS","spring",0,NA,NA,NA
"ARD6602",2019,"FOF",2,5,"M",65,17.6,10.94,144,"08:10","JMS","spring",0,NA,NA,NA
"ARD6604",2019,"FOF",3,5,"F",64,16.4,10.64,144,"08:20","JMS","spring",0,NA,NA,NA
"ARD6605",2019,"FOF",3,5,"M",64,17.2,10.54,144,"08:20","JMS","spring",0,NA,NA,NA
"ARD6606",2019,"FOF",4,5,"F",61,10.6,11.54,144,"09:00","JMS","spring",0,"recorded as recatch, but no earlier record.",NA,NA
"Z632386",2019,"FOF",4,6,"M",65,17.2,11.3,144,"09:00","JMS","spring",1,NA,NA,NA
"ARD6611",2019,"FOF",5,5,"F",63,17.2,11.58,146,"09:50","JMS","spring",0,NA,NA,NA
"ARD6612",2019,"FOF",5,5,"M",64,17.3,10.68,146,"09:53","JMS","spring",0,NA,NA,NA
"ARD6402",2019,"FOF",6,5,"F",63,17.93,11.23,142,"08:35","ABP","spring",0,NA,NA,NA
"AHD7527",2019,"FOF",6,6,"M",65,17.99,10.64,142,"08:35","ABP","spring",1,NA,NA,NA
"ARD6401",2019,"FOF",7,6,"F",63,17,10.98,142,"08:15","ABP","spring",0,NA,NA,NA
"S229136",2019,"FOF",7,6,"M",66,16.96,11.16,142,"08:15","ABP","spring",1,NA,NA,NA
"ARD6609",2019,"FOF",8,5,"F",61,16.4,10.87,146,"09:37","JMS","spring",0,NA,NA,NA
"ARD6610",2019,"FOF",8,5,"M",65,17.8,10.55,146,"09:40","JMS","spring",0,NA,NA,NA
"ARD7523",2020,"FOF",1,6,"F",63,NA,10.24,145,"07:08","ABP","spring",0,NA,NA,NA
"ARD6602",2020,"FOF",1,6,"M",66,NA,11.33,145,"07:08","ABP","spring",1,NA,NA,NA
"AXH8117",2020,"FOF",2,6,"F",63,NA,10.85,158,"15:10","ABP","spring",0,NA,NA,NA
"AXH9376",2020,"FOF",2,5,"M",65,NA,10.18,156,"07:42","KM","spring",0,NA,NA,NA
"ARD7524",2020,"FOF",3,5,"F",61,NA,10.41,145,"07:26","ABP","spring",0,NA,NA,NA
"AXH7207",2020,"FOF",3,5,"M",62,NA,10.48,145,"07:26","ABP","spring",1,NA,NA,NA
"ARD6606",2020,"FOF",4,6,"F",64,NA,11.42,146,"07:30","KM","spring",1,NA,NA,NA
"ARD6605",2020,"FOF",4,6,"M",66,NA,10.34,146,"07:30","KM","spring",1,NA,NA,NA
"AXH9218",2020,"FOF",5,5,"F",61,NA,10.81,152,"08:11","KM","spring",0,NA,NA,NA
"ARD6612",2020,"FOF",5,6,"M",66,NA,10.44,152,"08:11","KM","spring",1,NA,NA,NA
"ARD7500",2020,"FOF",6,4,"F",62,16.9,11.2,150,"07:13","JMS","spring",0,NA,NA,NA
"ARD6074",2020,"FOF",6,5,"M",66,17.4,11.05,150,"07:10","JMS","spring",1,NA,NA,NA
"AXH9186",2020,"FOF",7,5,"F",62,NA,10.56,148,"17:40","KM","spring",0,NA,NA,NA
"S229136",2020,"FOF",7,6,"M",64,NA,10.51,148,"07:28","ABP","spring",1,NA,NA,NA
"AXH9377",2020,"FOF",8,5,"F",62,NA,10.68,156,"08:03","KM","spring",0,NA,NA,NA
"AXH9378",2020,"FOF",8,5,"M",63,NA,10.39,156,"08:03","KM","spring",0,NA,NA,NA
"AXH7899",2021,"FOF",1,6,"F",62,NA,10.71,153,"08:28","JMS","spring",0,NA,NA,NA
"AXH7893",2021,"FOF",1,6,"M",65,NA,9.8,153,"08:26","JMS","spring",0,NA,NA,NA
"ARD7524",2021,"FOF",3,6,"F",61,NA,10.38,163,"13:47","ABP","spring",1,NA,"net",NA
"AXH7207",2021,"FOF",3,6,"M",63,NA,11.12,161,"10:25","ABP","spring",1,NA,NA,NA
"ARD6606",2021,"FOF",4,6,"F",64,NA,11.86,147,"09:55","JMS","spring",1,NA,NA,NA
"ARD6605",2021,"FOF",4,6,"M",65,NA,11.34,147,"09:54","JMS","spring",1,NA,NA,NA
"AXH7900",2021,"FOF",6,5,"F",63,NA,10.57,153,"08:36","JMS","spring",0,NA,NA,NA
"ARD6074",2021,"FOF",6,6,"M",68,NA,11.12,153,"08:38","JMS","spring",1,NA,NA,NA
"AXH9186",2021,"FOF",7,6,"F",62,NA,10.8,149,"11:16","JMS","spring",1,NA,NA,NA
"S229136",2021,"FOF",7,6,"M",64,NA,11.3,149,"11:14","JMS","spring",1,NA,NA,NA
"AXH7823",2021,"FOF",8,5,"F",61,NA,11.35,147,"10:04","JMS","spring",0,NA,NA,NA
"AXH9378",2021,"FOF",8,6,"M",63,NA,10.34,147,"10:03","JMS","spring",1,NA,NA,NA
"Z081099",2014,"FOU",1,5,"F",63,NA,NA,143,NA,"JDS","spring",0,NA,NA,NA
"Z081098",2014,"FOU",1,6,"M",65,NA,NA,143,NA,"JDS","spring",0,NA,NA,NA
"Z081101",2014,"FOU",2,6,"F",62,NA,NA,143,NA,"ABP","spring",0,NA,NA,NA
"Z081100",2014,"FOU",2,6,"M",68,NA,NA,143,NA,"ABP","spring",0,NA,NA,NA
"Z081183",2014,"FOU",5,6,"F",60,NA,11.5,149,NA,"ABP","spring",0,NA,NA,NA
"Z081184",2014,"FOU",5,6,"M",64,NA,10.5,149,NA,"ABP","spring",0,NA,NA,NA
"Z081257",2015,"FOU",3,5,"M",64,NA,11.1,147,"13:45","IBC","spring",1,NA,NA,NA
"Z632210",2015,"FOU",4,6,"M",65,NA,10.45,149,"14:10","IBC","spring",0,NA,NA,NA
"Z632212",2015,"FOU",6,6,"F",62,NA,9.61,149,"14:25","IBC","spring",0,NA,NA,NA
"Z632211",2015,"FOU",6,5,"M",66,NA,10.94,149,"14:25","IBC","spring",0,NA,NA,NA
"Z081098",2016,"FOU",1,6,"M",65,NA,10.83,147,"10:30","IBC","spring",1,"FOU1 6M from 2014",NA,NA
"Z081257",2016,"FOU",2,6,"M",65,NA,10.96,156,"13:30","IBC","spring",1,NA,NA,NA
"Z632865",2016,"FOU",3,6,"F",59,NA,11.34,158,"11:45","IBC","spring",0,NA,NA,NA
"Z632854",2016,"FOU",3,5,"M",63,NA,10.2,156,"12:45","IBC","spring",0,NA,NA,NA
"Z632882",2016,"FOU",5,5,"F",61,NA,11.03,154,"15:20","JDS","spring",0,NA,NA,NA
"S922017",2017,"FOU",1,6,"F",62,NA,10.39,141,"13:30","GD","spring",0,NA,NA,NA
"Z081098",2017,"FOU",1,6,"M",65,NA,10.95,141,"13:30","GD","spring",1,"was age 6 at FOU1 in 2014!",NA,NA
"Z081252",2017,"FOU",3,6,"M",63,NA,11.16,145,"15:10","GD","spring",1,"was scored as F by Gergana, but in 2018 identified as a male.",NA,NA
"S922516",2017,"FOU",4,5,"F",63,NA,11.23,149,"18:00","JDS","spring",0,NA,NA,NA
"Z081257",2017,"FOU",4,6,"M",67,NA,11.46,149,"18:00","JDS","spring",1,"recruit from FOU1 in 2014",NA,NA
"S922098",2017,"FOU",5,6,"M",67,NA,10.7,147,"15:42","JDS","spring",0,NA,NA,NA
"S922097",2017,"FOU",6,6,"F",64,NA,10.14,147,"15:12","JDS","spring",0,NA,NA,NA
"S921859",2018,"FOU",1,6,"F",63,NA,11.09,153,"15:00","JB","spring",0,NA,NA,NA
"Z081252",2018,"FOU",1,6,"M",64,NA,11.42,153,"14:50","JB","spring",1,NA,NA,NA
"AXB5093",2018,"FOU",2,5,"F",62,NA,NA,155,"14:55","JB","spring",1,"exciting a control from elsewhere",NA,NA
"AHD7310",2018,"FOU",2,5,"M",65,NA,10.8,155,"14:45","JB","spring",0,NA,NA,NA
"S922918",2018,"FOU",4,5,"F",61,NA,10.42,145,"16:20","DAP","spring",0,NA,NA,NA
"S922917",2018,"FOU",4,6,"M",65,NA,11.32,145,"16:20","DAP","spring",0,NA,NA,NA
"S921799",2018,"FOU",7,6,"M",65,NA,11.09,147,"15:00","JB","spring",0,NA,NA,NA
"ARD7166",2019,"FOU",2,5,"F",61,17.96,11.07,145,"16:05","KM","spring",0,NA,NA,NA
"AHD7793",2019,"FOU",2,5,"M",67,18.63,11.53,145,"16:05","KM","spring",1,NA,NA,NA
"ARD6250",2019,"FOU",3,4,"F",61,NA,11.01,137,"16:00","JC","spring",0,NA,NA,NA
"ARD6251",2019,"FOU",3,4,"M",65,NA,10.83,137,"16:10","JC","spring",0,NA,NA,NA
"ARD6657",2019,"FOU",5,5,"F",62,17.4,11.3,149,"13:26","JMS","spring",0,NA,NA,NA
